symbol,company_name,sector,current_price,num_analysts,long_term_score,value_score_v2,forward_pe,peg_ratio,sentiment_score,article_count,positive_pct,past_30d_return,sentiment_quintile
AXTA,Axalta Coating Systems Ltd.,Basic Materials,33.675,14,55.0,39.0,11.55,1.25,78.0,20.0,90.0,1.54218324765648,Q4
AXON,"Axon Enterprise, Inc.",Industrials,477.78,14,40.0,37.0,49.46,1.81,73.0,20.0,75.0,-18.19811895256783,Q2
ALGN,"Align Technology, Inc.",Healthcare,162.3298,14,46.0,33.0,13.57,1.59,74.0,20.0,85.0,1.8110285393118128,Q3
AKAM,"Akamai Technologies, Inc.",Technology,97.26,14,51.0,33.0,12.18,1.25,75.0,20.0,80.0,13.083459434291711,Q3
ADBE,Adobe Inc.,Technology,296.21,14,29.0,33.0,11.23,0.89,61.0,20.0,65.0,-11.55446977922548,Q1 (Low)
RVMD,"Revolution Medicines, Inc.",Healthcare,95.565,14,70.0,2.0,,,59.0,20.0,60.0,23.771224307417345,Q1 (Low)
RARE,Ultragenyx Pharmaceutical Inc.,Healthcare,24.54,14,55.0,27.0,,,51.0,20.0,55.0,4.154045867589792,Q1 (Low)
QRVO,"Qorvo, Inc.",Technology,78.93,14,48.0,44.0,11.8,4.29,74.0,20.0,85.0,-10.28026648288537,Q3
PTC,PTC Inc.,Technology,157.845,14,31.0,26.0,18.27,1.74,79.0,20.0,85.0,-9.808792097510263,Q4
PENN,"PENN Entertainment, Inc.",Consumer Cyclical,12.795,14,30.0,1.0,7.19,0.13,88.0,20.0,95.0,-15.191545574636727,Q5 (High)
MTCH,"Match Group, Inc.",Technology,31.815,14,33.0,41.0,9.91,0.57,72.0,20.0,75.0,-4.035736290819477,Q2
MDT,Medtronic plc,Healthcare,102.65,14,41.0,20.0,16.76,1.97,81.0,20.0,85.0,5.751848808545598,Q4
MAA,"Mid-America Apartment Communities, Inc.",Real Estate,133.15,14,21.0,20.0,36.16,4.03,65.0,20.0,60.0,-2.2206042955951824,Q1 (Low)
LII,Lennox International Inc.,Industrials,494.98,14,21.0,13.0,18.78,2.15,78.0,19.0,89.5,-1.7503472911291909,Q4
LHX,"L3Harris Technologies, Inc.",Industrials,338.29,14,53.0,26.0,24.08,1.55,60.0,8.0,50.0,10.106622133727287,Q1 (Low)
LH,Labcorp Holdings Inc.,Healthcare,267.01001,14,46.0,24.0,13.98,1.55,78.0,20.0,85.0,7.243858124654386,Q4
ZION,"Zions Bancorporation, National Association",Financial Services,61.2345,13,45.0,38.0,9.31,1.72,82.0,20.0,95.0,1.2767368595589388,Q5 (High)
ZBRA,Zebra Technologies Corporation,Technology,245.22,13,36.0,40.0,12.4,1.05,90.0,20.0,100.0,-3.2971817606079736,Q5 (High)
WEX,WEX Inc.,Technology,154.9,13,60.0,42.0,7.88,0.69,79.0,20.0,90.0,0.965834428383705,Q4
VLTO,Veralto Corporation,Industrials,100.69,13,26.0,15.0,22.12,2.57,85.0,20.0,95.0,1.9558423228147974,Q5 (High)
VERX,"Vertex, Inc.",Technology,18.93,13,23.0,2.0,21.09,1.05,78.0,20.0,80.0,-3.9366053169734134,Q4
URI,"United Rentals, Inc.",Industrials,789.0,13,53.0,47.0,14.79,1.12,86.0,20.0,90.0,-11.572022863327357,Q5 (High)
UPST,"Upstart Holdings, Inc.",Financial Services,40.0355,13,35.0,32.0,13.74,0.59,69.0,20.0,70.0,-20.58875739644971,Q2
TTE,TotalEnergies SE,Energy,71.84,13,55.0,50.0,9.54,0.7,74.0,20.0,80.0,8.324536269039355,Q3
T,AT&T Inc.,Communication Services,26.545,13,35.0,52.0,10.55,1.0,79.0,20.0,95.0,7.264265479562922,Q4
SMR,NuScale Power Corporation,Utilities,16.77,13,40.0,10.0,,,68.0,20.0,65.0,-10.543130990415337,Q2
SLB,SLB N.V.,Energy,48.24,13,50.0,40.0,14.53,0.98,81.0,20.0,90.0,10.547945205479463,Q4
SHEL,Shell plc,Energy,76.15,13,45.0,45.0,10.1,0.49,58.0,20.0,55.0,1.106224176995866,Q1 (Low)
RBRK,"Rubrik, Inc.",Technology,55.9,13,50.0,14.0,703.74,,83.0,20.0,85.0,-25.591836734693878,Q5 (High)
PRIM,Primoris Services Corporation,Industrials,153.27,13,46.0,20.0,22.33,1.32,91.0,20.0,100.0,16.631219141663486,Q5 (High)
PHR,"Phreesia, Inc.",Healthcare,13.55,13,36.0,12.0,25.71,0.05,66.0,20.0,70.0,-22.021028037383182,Q1 (Low)
NOV,NOV Inc.,Energy,18.465,13,55.0,42.0,13.8,0.69,78.0,20.0,85.0,5.8066361556064106,Q4
NOC,Northrop Grumman Corporation,Industrials,680.48,13,51.0,21.0,22.32,2.71,76.0,20.0,85.0,11.799057776614537,Q3
MRSH,"Marsh & McLennan Companies, Inc.",Financial Services,189.27,13,21.0,30.0,16.94,1.98,77.0,20.0,90.0,0.34696274153945006,Q3
MOH,"Molina Healthcare, Inc.",Healthcare,179.205,13,45.0,56.0,10.87,0.53,59.0,20.0,50.0,-1.8052516411378616,Q1 (Low)
WVE,Wave Life Sciences Ltd.,Healthcare,13.105,13,65.0,2.0,,,71.0,20.0,70.0,-9.859999999999996,Q2
JANX,"Janux Therapeutics, Inc.",Healthcare,13.7637,13,40.0,2.0,,,60.0,20.0,70.0,-0.2909090909090847,Q1 (Low)
IRTC,"iRhythm Technologies, Inc.",Healthcare,157.37,13,60.0,18.0,276.74,,79.0,20.0,75.0,-16.2047833396605,Q4
ILMN,"Illumina, Inc.",Healthcare,140.9898,13,56.0,27.0,24.31,1.68,84.0,20.0,95.0,2.462322224580761,Q5 (High)
IFF,International Flavors & Fragrances Inc.,Basic Materials,69.7,13,40.0,9.0,14.39,1.7,77.0,20.0,90.0,4.256272401433705,Q3
HST,"Host Hotels & Resorts, Inc.",Real Estate,18.775,13,60.0,48.0,20.07,5.4,81.0,20.0,90.0,2.2626931567328925,Q4
HSIC,"Henry Schein, Inc.",Healthcare,74.766,13,41.0,28.0,12.78,1.23,79.0,20.0,80.0,-3.8961038961038987,Q4
HPE,Hewlett Packard Enterprise Company,Technology,21.835,13,54.0,22.0,7.95,0.48,80.0,20.0,85.0,-10.816411106506422,Q4
HLT,Hilton Worldwide Holdings Inc.,Consumer Cyclical,299.32999,13,48.0,15.0,28.67,1.99,77.0,20.0,90.0,4.4581306645204215,Q3
GMAB,Genmab A/S,Healthcare,33.065,13,46.0,15.0,16.65,0.45,66.0,20.0,65.0,2.610062893081767,Q1 (Low)
GLPI,"Gaming and Leisure Properties, Inc.",Real Estate,44.5475,13,34.0,43.0,13.73,2.48,76.0,20.0,80.0,-0.6879715934309859,Q3
FAST,Fastenal Company,Industrials,44.35,13,23.0,3.0,33.18,3.49,70.0,20.0,75.0,5.370595382746053,Q2
EXC,Exelon Corporation,Utilities,44.1102,13,35.0,39.0,14.61,2.25,89.0,20.0,100.0,2.8479559026182866,Q5 (High)
ESS,"Essex Property Trust, Inc.",Real Estate,250.35,13,21.0,20.0,39.02,5.44,82.0,20.0,80.0,-0.47024421085908386,Q5 (High)
EQNR,Equinor ASA,Energy,26.035,13,45.0,50.0,9.11,0.84,67.0,20.0,70.0,11.22618061309031,Q1 (Low)
EQR,Equity Residential,Real Estate,62.03,13,26.0,20.0,39.12,3.43,79.0,20.0,90.0,2.2980958634274433,Q4
DV,"DoubleVerify Holdings, Inc.",Technology,10.855,13,39.0,54.0,19.53,1.65,84.0,20.0,85.0,-2.8725314183123904,Q5 (High)
DGX,Quest Diagnostics Incorporated,Healthcare,182.965,13,41.0,25.0,16.26,2.03,84.0,20.0,95.0,7.8044844083232405,Q5 (High)
DE,Deere & Company,Industrials,532.34,13,54.0,39.0,24.01,0.74,74.0,20.0,85.0,13.280411928770643,Q3
D,"Dominion Energy, Inc.",Utilities,60.08,13,54.0,31.0,15.58,2.17,77.0,20.0,85.0,2.5217243141932255,Q3
CPA,"Copa Holdings, S.A.",Industrials,140.49,13,55.0,54.0,7.1,0.77,77.0,20.0,80.0,4.898869491655775,Q3
COST,Costco Wholesale Corporation,Consumer Defensive,958.8005,13,28.0,6.0,43.15,4.46,73.0,20.0,90.0,7.366341608239887,Q2
COO,"The Cooper Companies, Inc.",Healthcare,79.7258,13,51.0,24.0,16.08,1.67,75.0,20.0,75.0,-1.6437031665458055,Q3
COF,Capital One Financial Corporation,Financial Services,224.17,13,40.0,9.0,9.04,0.42,75.0,20.0,85.0,-12.606283182308086,Q3
CNI,Canadian National Railway Company,Industrials,94.545,13,30.0,44.0,10.52,0.96,72.0,20.0,65.0,-3.1309775495822,Q2
CMPX,"Compass Therapeutics, Inc.",Healthcare,6.525,13,75.0,37.0,,,67.0,18.0,61.1,28.256513026052104,Q1 (Low)
CGON,"CG Oncology, Inc. Common stock",Healthcare,52.96,13,75.0,27.0,,,55.0,11.0,36.4,29.995004995004994,Q1 (Low)
CCL,Carnival Corporation & plc,Consumer Cyclical,32.095,13,55.0,38.0,11.26,0.99,75.0,20.0,80.0,-4.668148618609079,Q3
BAX,Baxter International Inc.,Healthcare,19.945,13,44.0,49.0,8.14,1.03,73.0,20.0,75.0,0.9049773755656094,Q2
APD,"Air Products and Chemicals, Inc.",Basic Materials,272.83499,13,25.0,0.0,19.66,2.77,77.0,20.0,90.0,7.351087299086037,Q3
AMT,American Tower Corporation,Real Estate,176.95,13,31.0,23.0,24.54,4.34,81.0,20.0,90.0,1.7191489361702135,Q4
AME,"AMETEK, Inc.",Industrials,227.83,13,43.0,3.0,26.37,3.44,74.0,20.0,80.0,5.995930150016558,Q3
AEP,"American Electric Power Company, Inc.",Utilities,118.7689,13,46.0,33.0,17.47,2.28,85.0,20.0,100.0,5.005698255457182,Q5 (High)
ACLX,"Arcellx, Inc.",Healthcare,68.98,13,55.0,45.0,,,72.0,12.0,66.7,10.480349344978173,Q2
PVLA,"Palvella Therapeutics, Inc.",Healthcare,81.19,13,60.0,12.0,,,75.0,11.0,90.9,-13.285843509724108,Q3
PRVA,"Privia Health Group, Inc.",Healthcare,23.355,13,53.0,19.0,55.19,1.62,85.0,19.0,94.7,-3.81110190555096,Q5 (High)
PAYX,"Paychex, Inc.",Industrials,102.6,13,21.0,31.0,17.37,2.28,79.0,20.0,90.0,-5.800146145414695,Q4
NCNO,"nCino, Inc.",Technology,21.15,13,10.0,0.0,20.57,1.51,73.0,20.0,95.0,-12.85714285714285,Q2
MCW,"Mister Car Wash, Inc.",Consumer Cyclical,5.6347,13,38.0,38.0,10.5,0.79,78.0,3.0,66.7,-4.310344827586207,Q4
MCK,McKesson Corporation,Healthcare,839.85,13,51.0,26.0,19.16,1.44,82.0,20.0,95.0,0.7624981816418656,Q5 (High)
MA,Mastercard Incorporated,Financial Services,548.685,13,36.0,27.0,24.33,1.52,85.0,20.0,90.0,-5.237701602265346,Q5 (High)
LITE,Lumentum Holdings Inc.,Technology,442.885,13,35.0,0.0,47.52,0.84,79.0,20.0,95.0,9.743733370676365,Q4
YETI,"YETI Holdings, Inc.",Consumer Cyclical,46.255,12,56.0,31.0,14.09,0.96,72.0,20.0,75.0,0.7461072664359836,Q2
XEL,Xcel Energy Inc.,Utilities,75.156,12,46.0,32.0,16.58,1.66,86.0,20.0,95.0,0.7155393546645081,Q5 (High)
WH,"Wyndham Hotels & Resorts, Inc.",Consumer Cyclical,72.51,12,39.0,61.0,12.9,1.07,84.0,20.0,85.0,-6.035265136782058,Q5 (High)
WEC,"WEC Energy Group, Inc.",Utilities,110.21,12,36.0,32.0,18.36,2.52,89.0,20.0,100.0,4.012902001707622,Q5 (High)
WDC,Western Digital Corporation,Technology,270.25,12,53.0,16.0,22.11,0.52,83.0,20.0,90.0,44.93293591654248,Q5 (High)
VRDN,"Viridian Therapeutics, Inc.",Healthcare,33.3515,12,70.0,28.0,,,85.0,12.0,100.0,9.966887417218548,Q5 (High)
VNET,"VNET Group, Inc.",Technology,11.2065,12,46.0,14.0,8.45,0.05,80.0,8.0,87.5,18.962526766595296,Q4
VALE,Vale S.A.,Basic Materials,16.175,12,60.0,47.0,8.22,,69.0,20.0,80.0,18.76843657817109,Q2
USFD,US Foods Holding Corp.,Consumer Defensive,84.02,12,64.0,38.0,15.22,0.88,81.0,20.0,85.0,10.680951754962535,Q4
UNH,UnitedHealth Group Incorporated,Healthcare,287.61,12,36.0,33.0,14.44,1.22,71.0,20.0,75.0,-16.490263727267408,Q2
UMC,United Microelectronics Corporation,Technology,10.085,12,73.0,58.0,14.15,0.79,80.0,20.0,80.0,29.021879021879034,Q4
TTAN,"ServiceTitan, Inc.",Technology,79.17,12,43.0,13.0,72.33,4.17,78.0,20.0,85.0,-24.303950145743283,Q4
TRIP,"Tripadvisor, Inc.",Consumer Cyclical,13.4327,12,43.0,67.0,5.65,0.18,83.0,20.0,85.0,-9.789295392953932,Q5 (High)
TFII,TFI International Inc.,Industrials,109.82,12,68.0,64.0,22.68,0.73,86.0,11.0,100.0,0.5964214711729592,Q5 (High)
TEL,TE Connectivity Ltd.,Technology,227.02,12,46.0,34.0,18.38,1.54,77.0,20.0,80.0,-1.8150388936905866,Q3
SYY,Sysco Corporation,Consumer Defensive,83.1,12,46.0,34.0,16.35,1.53,83.0,20.0,85.0,13.817145212254417,Q5 (High)
SYK,Stryker Corporation,Healthcare,369.53,12,23.0,8.0,22.03,1.87,82.0,20.0,90.0,5.804352188996245,Q5 (High)
SYF,Synchrony Financial,Financial Services,73.565,12,50.0,54.0,7.08,0.57,71.0,20.0,70.0,-14.964261009914676,Q2
SOFI,"SoFi Technologies, Inc.",Financial Services,22.665,12,39.0,46.0,28.16,0.74,77.0,20.0,80.0,-23.701844262295086,Q3
SMCI,"Super Micro Computer, Inc.",Technology,30.4807,12,21.0,16.0,10.26,0.22,71.0,20.0,75.0,0.5819753907549076,Q2
SBAC,SBA Communications Corporation,Real Estate,183.8942,12,16.0,18.0,20.87,20.21,81.0,20.0,95.0,-4.342365568767752,Q4
SAM,"The Boston Beer Company, Inc.",Consumer Defensive,214.68,12,35.0,39.0,17.66,1.44,71.0,20.0,70.0,8.033052003840895,Q2
RVLV,"Revolve Group, Inc.",Consumer Cyclical,28.005,12,53.0,20.0,26.26,1.19,86.0,20.0,85.0,-8.201581027667979,Q5 (High)
RPM,RPM International Inc.,Basic Materials,108.745,12,31.0,32.0,18.15,1.33,67.0,20.0,60.0,2.459559171317764,Q1 (Low)
ROK,"Rockwell Automation, Inc.",Industrials,425.49,12,48.0,9.0,31.1,2.3,76.0,20.0,75.0,5.467842759370443,Q3
RCL,Royal Caribbean Cruises Ltd.,Consumer Cyclical,336.63,12,36.0,17.0,16.38,1.09,79.0,20.0,85.0,21.202170188463725,Q4
QTWO,"Q2 Holdings, Inc.",Technology,61.97,12,33.0,13.0,19.25,1.23,81.0,20.0,95.0,-13.387668320340184,Q4
PSTG,"Pure Storage, Inc.",Technology,71.11,12,53.0,26.0,31.22,1.81,59.0,20.0,50.0,1.909273614699969,Q1 (Low)
PR,Permian Resources Corporation,Energy,15.81,12,50.0,40.0,11.37,0.37,90.0,20.0,95.0,14.580318379160639,Q5 (High)
PII,Polaris Inc.,Consumer Cyclical,63.67,12,55.0,5.0,19.39,0.22,87.0,20.0,95.0,-4.042362768496432,Q5 (High)
NVST,Envista Holdings Corp,Healthcare,23.27,12,51.0,30.0,16.46,1.5,77.0,20.0,70.0,2.9046563192904546,Q3
NIQ,NIQ Global Intelligence Plc,Technology,16.27,12,,,69.57,,88.0,19.0,94.7,-0.8301404853129042,Q5 (High)
MP,MP Materials Corp.,Basic Materials,61.13,12,80.0,21.0,47.75,0.45,55.0,20.0,50.0,3.2241555783009224,Q1 (Low)
MICC,The Magnum Ice Cream Company N.V.,Consumer Defensive,17.6005,12,,,12.57,,68.0,20.0,70.0,16.733466933867742,Q2
MHK,"Mohawk Industries, Inc.",Consumer Cyclical,119.38,12,50.0,60.0,10.52,0.69,85.0,18.0,94.4,8.206003954700696,Q5 (High)
